week_range,TotalPopulation,BusanPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,DaeguPopulation,DaejeonPopulation,GangwonPopulation,GwanguPopulation,GyeonggiPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,InchenPopulation,JejuPopulation,JeollanamPopulation,JeonbukPopulation,SeoulPopulation,UlsanPopulation
2020-05-03~2020-05-09,51862986.18401205,3394168.7176876734,1601886.016910936,2122418.8949671863,2419930.7246474777,1464841.2712897158,1543851.011896195,1451012.215143644,13435812.62518756,2641151.5941517446,3342404.819392717,2944756.4139097086,675077.0834374202,1852762.3066717144,1805286.2163062743,9674800.67520478,1136761.4237259077
2020-05-10~2020-05-16,51864685.0385934,3394279.8990811906,1601938.489234627,2122488.418173013,2420009.993326368,1464889.254494845,1543901.5831910134,1451059.7453560492,13436252.736594787,2641238.1092719855,3342514.3051774343,2944852.874088592,675099.1966607486,1852822.9968472023,1805345.3513269292,9675117.588685088,1136798.6601539403
2020-05-17~2020-05-23,51866383.893174745,3394391.0804747078,1601990.961558318,2122557.94137884,2420089.2620052584,1464937.237699974,1543952.1544858317,1451107.2755684543,13436692.848002013,2641324.6243922263,3342623.7909621517,2944949.334267475,675121.3098840768,1852883.6870226902,1805404.486347584,9675434.502165394,1136835.896581973
2020-05-24~2020-05-30,51868082.747756094,3394502.2618682254,1602043.4338820088,2122627.4645846663,2420168.5306841484,1464985.2209051035,1544002.7257806503,1451154.8057808594,13437132.95940924,2641411.139512467,3342733.2767468696,2945045.7944463585,675143.4231074052,1852944.3771981783,1805463.6213682392,9675751.415645702,1136873.1330100053
2020-05-31~2020-06-06,51869781.60233744,3394613.4432617426,1602095.9062056998,2122696.9877904933,2420247.799363039,1465033.2041102326,1544053.2970754686,1451202.3359932646,13437573.070816467,2641497.654632708,3342842.762531587,2945142.2546252417,675165.5363307334,1853005.0673736662,1805522.756388894,9676068.329126008,1136910.369438038
2020-06-07~2020-06-13,51871480.45691879,3394724.62465526,1602148.3785293908,2122766.51099632,2420327.068041929,1465081.1873153618,1544103.8683702871,1451249.8662056697,13438013.182223693,2641584.169752949,3342952.2483163043,2945238.714804125,675187.6495540618,1853065.757549154,1805581.891409549,9676385.242606316,1136947.6058660706
2020-06-14~2020-06-20,51873604.37294975,3394863.6241591778,1602213.9796765945,2122853.429236998,2420426.1701191147,1465141.176145312,1544167.0928422052,1451309.2887019743,13438563.411586158,2641692.331365377,3343089.127962082,2945359.309775895,675215.2956104334,1853141.6326935343,1805655.8222920028,9676781.449337982,1136994.1590244765
2020-06-21~2020-06-27,51875728.28898071,3395002.6236630958,1602279.5808237982,2122940.347477676,2420525.2721963003,1465201.164975262,1544230.3173141233,1451368.7111982787,13439113.640948623,2641800.4929778054,3343226.0076078605,2945479.904747665,675242.9416668051,1853217.5078379144,1805729.7531744568,9677177.656069646,1137040.7121828822
2020-06-28~2020-07-04,51877852.20501166,3395141.6231670137,1602345.1819710021,2123027.265718354,2420624.3742734864,1465261.1538052121,1544293.541786041,1451428.133694583,13439663.870311089,2641908.6545902337,3343362.8872536384,2945600.4997194344,675270.5877231767,1853293.3829822943,1805803.684056911,9677573.86280131,1137087.2653412882
2020-07-05~2020-07-11,51879976.12104262,3395280.6226709317,1602410.7831182058,2123114.183959032,2420723.476350672,1465321.1426351622,1544356.7662579592,1451487.5561908877,13440214.099673554,2642016.816202662,3343499.766899416,2945721.0946912044,675298.2337795483,1853369.2581266745,1805877.6149393648,9677970.069532976,1137133.818499694
2020-07-12~2020-07-18,51882100.38493481,3395419.6449405984,1602476.395009759,2123201.116435436,2420822.594659088,1465381.14129026,1544420.0010849677,1451546.988419584,13440764.419154208,2642124.9955301182,3343636.6689637466,2945841.7094143745,675325.8843638727,1853445.1456981096,1805951.5579304367,9678366.34115655,1137180.3792827136
2020-07-19~2020-07-25,51884224.648827,3395558.667210265,1602542.0069013122,2123288.0489118397,2420921.7129675047,1465441.1399453576,1544483.2359119765,1451606.42064828,13441314.738634862,2642233.1748575745,3343773.571028077,2945962.3241375447,675353.534948197,1853521.0332695446,1806025.5009215088,9678762.612780124,1137226.9400657332
2020-07-26~2020-08-01,51886348.91271919,3395697.6894799313,1602607.6187928654,2123374.981388244,2421020.831275921,1465501.1386004554,1544546.470738985,1451665.8528769761,13441865.058115516,2642341.354185031,3343910.473092407,2946082.938860715,675381.1855325212,1853596.9208409796,1806099.4439125806,9679158.884403696,1137273.5008487527
2020-08-02~2020-08-08,51888473.176611386,3395836.711749598,1602673.2306844187,2123461.913864648,2421119.949584337,1465561.1372555532,1544609.7055659937,1451725.2851056724,13442415.37759617,2642449.533512487,3344047.3751567374,2946203.553583885,675408.8361168456,1853672.8084124147,1806173.3869036525,9679555.15602727,1137320.0616317722
2020-08-09~2020-08-15,51890172.866059706,3395947.947780913,1602725.7287945487,2123531.4712362173,2421199.257218181,1465609.1440410367,1544660.3017130299,1451772.8386758182,13442855.705287052,2642536.0911487956,3344156.914745981,2946300.0611661295,675430.9602072606,1853733.5284128352,1806232.550984991,9679872.225248158,1137357.3163588778
2020-08-16~2020-08-22,51891872.555508025,3396059.1838122285,1602778.2269046786,2123601.0286077866,2421278.5648520254,1465657.1508265205,1544710.897860066,1451820.392245964,13443296.032977935,2642622.6487851045,3344266.4543352243,2946396.568748374,675453.0842976754,1853794.2484132557,1806291.7150663296,9680189.294469045,1137394.5710859834
2020-08-23~2020-08-29,51893572.24495635,3396170.4198435443,1602830.7250148086,2123670.585979356,2421357.87248587,1465705.157612004,1544761.494007102,1451867.9458161094,13443736.360668816,2642709.206421413,3344375.9939244683,2946493.076330619,675475.2083880904,1853854.968413676,1806350.8791476684,9680506.363689933,1137431.8258130888
2020-08-30~2020-09-05,51895271.93440467,3396281.6558748595,1602883.2231249386,2123740.1433509253,2421437.1801197142,1465753.1643974879,1544812.0901541382,1451915.4993862552,13444176.688359698,2642795.764057722,3344485.5335137118,2946589.5839128634,675497.3324785052,1853915.6884140964,1806410.043229007,9680823.43291082,1137469.0805401944
2020-09-06~2020-09-12,51896971.62385299,3396392.891906175,1602935.7212350685,2123809.7007224946,2421516.4877535584,1465801.1711829714,1544862.6863011743,1451963.052956401,13444617.01605058,2642882.3216940304,3344595.0731029552,2946686.091495108,675519.4565689202,1853976.4084145168,1806469.2073103455,9681140.502131708,1137506.3352673
2020-09-13~2020-09-19,51899096.58363858,3396531.959718526,1603001.3546206001,2123896.6616773456,2421615.6385324113,1465861.1894931921,1544925.9418434524,1452022.504654663,13445167.515811892,2642990.5364602474,3344732.020015406,2946806.745730784,675547.1162113748,1854052.3208461683,1806543.1745246034,9681536.903570982,1137552.9113032934
2020-09-20~2020-09-26,51901221.543424174,3396671.027530877,1603066.9880061317,2123983.622632196,2421714.7893112646,1465921.2078034128,1544989.1973857302,1452081.956352925,13445718.015573204,2643098.7512264643,3344868.966927856,2946927.39996646,675574.7758538293,1854128.2332778196,1806617.1417388616,9681933.305010255,1137599.4873392866
2020-09-27~2020-10-03,51903346.50320976,3396810.0953432275,1603132.621391663,2124070.583587047,2421813.9400901175,1465981.2261136335,1545052.452928008,1452141.408051187,13446268.515334517,2643206.9659926817,3345005.913840307,2947048.0542021366,675602.4354962839,1854204.1457094708,1806691.1089531197,9682329.706449531,1137646.0633752798
2020-10-04~2020-10-10,51905471.46299535,3396949.1631555785,1603198.2547771947,2124157.544541898,2421913.0908689704,1466041.2444238542,1545115.708470286,1452200.859749449,13446819.015095828,2643315.1807588986,3345142.8607527576,2947168.7084378125,675630.0951387385,1854280.0581411223,1806765.0761673776,9682726.107888805,1137692.6394112732
2020-10-11~2020-10-17,51907596.77081312,3397088.2537448662,1603263.8989123558,2124244.519739471,2422012.257887031,1466101.2725640507,1545178.9743727434,1452260.3211848857,13447369.605019616,2643423.4132488496,3345279.830094778,2947289.3824345954,675657.759311371,1854355.983005936,1806839.0554962042,9683122.574251877,1137739.2230756271
2020-10-18~2020-10-24,51909722.0786309,3397227.3443341535,1603329.543047517,2124331.4949370436,2422111.424905091,1466161.3007042476,1545242.2402752007,1452319.7826203222,13447920.194943404,2643531.6457388,3345416.7994367983,2947410.0564313782,675685.4234840035,1854431.9078707495,1806913.0348250307,9683519.040614948,1137785.8067399813
2020-10-25~2020-10-31,51911847.38644868,3397366.434923441,1603395.1871826784,2124418.4701346164,2422210.591923151,1466221.3288444444,1545305.506177658,1452379.2440557587,13448470.784867192,2643639.878228751,3345553.768778818,2947530.7304281616,675713.087656636,1854507.8327355632,1806987.0141538575,9683915.50697802,1137832.3904043352
2020-11-01~2020-11-07,51913972.69426645,3397505.525512729,1603460.8313178394,2124505.445332189,2422309.7589412117,1466281.356984641,1545368.7720801153,1452438.7054911954,13449021.37479098,2643748.110718702,3345690.7381208385,2947651.4044249444,675740.7518292685,1854583.7576003768,1807060.993482684,9684311.973341092,1137878.9740686892
2020-11-08~2020-11-14,51915673.218992025,3397616.8162086927,1603513.3552270806,2124575.036886291,2422389.1055491534,1466329.3873620671,1545419.3930915822,1452486.2824305603,13449461.918871805,2643834.710891972,3345800.3315410493,2947747.9594338457,675762.8867921104,1854644.5074403863,1807120.1866389876,9684629.198379096,1137916.2471038604
2020-11-15~2020-11-21,51917373.743717596,3397728.1069046566,1603565.8791363216,2124644.6284403927,2422468.452157095,1466377.417739493,1545470.014103049,1452533.8593699252,13449902.462952629,2643921.311065242,3345909.9249612596,2947844.5144427465,675785.0217549523,1854705.257280396,1807179.379795291,9684946.423417097,1137953.5201390316
2020-11-22~2020-11-28,51919074.26844316,3397839.3976006205,1603618.4030455628,2124714.2199944947,2422547.7987650367,1466425.4481169193,1545520.635114516,1452581.43630929,13450343.007033454,2644007.911238512,3346019.5183814703,2947941.069451648,675807.156717794,1854766.0071204056,1807238.5729515946,9685263.6484551,1137990.7931742026
2020-11-29~2020-12-05,51920774.79316873,3397950.6882965844,1603670.9269548038,2124783.8115485962,2422627.1453729784,1466473.4784943452,1545571.2561259826,1452629.0132486548,13450783.551114278,2644094.5114117824,3346129.1118016806,2948037.6244605486,675829.2916806359,1854826.7569604153,1807297.766107898,9685580.873493101,1138028.0662093738
2020-12-06~2020-12-12,51922475.3178943,3398061.9789925483,1603723.450864045,2124853.4031026983,2422706.49198092,1466521.5088717714,1545621.8771374496,1452676.5901880197,13451224.095195103,2644181.111585052,3346238.7052218914,2948134.17946945,675851.4266434778,1854887.5068004248,1807356.9592642016,9685898.098531105,1138065.339244545
2020-12-13~2020-12-19,51851558.738420725,3386141.4842444113,1602149.3381480337,2123454.302327024,2413382.86898569,1462953.8816538285,1543839.4078530872,1449910.1926410147,13479780.571396329,2639788.083688789,3338224.7789164186,2948194.3846020875,676078.3199826083,1849366.3801003187,1802231.469448151,9641788.073898328,1133947.0044334088
2020-12-20~2020-12-26,51780642.158947155,3374220.989496274,1600575.2254320225,2122055.201551349,2404059.24599046,1459386.2544358857,1542056.9385687248,1447143.79509401,13508337.047597552,2635395.0557925263,3330210.8526109457,2948254.5897347247,676305.2133217389,1843845.2534002124,1797105.9796321008,9597678.049265552,1129828.6696222725
2020-12-27~2021-01-02,51709725.57947358,3362300.494748137,1599001.1127160112,2120656.1007756745,2394735.62299523,1455818.6272179428,1540274.4692843624,1444377.397547005,13536893.523798775,2631002.027896263,3322196.926305473,2948314.7948673624,676532.1066608694,1838324.126700106,1791980.4898160505,9553568.024632776,1125710.3348111361
2021-01-03~2021-01-09,51638809.0,3350380.0,1597427.0,2119257.0,2385412.0,1452251.0,1538492.0,1441611.0,13565450.0,2626609.0,3314183.0,2948375.0,676759.0,1832803.0,1786855.0,9509458.0,1121592.0
2021-01-10~2021-01-16,51640500.51130122,3350489.74702444,1597479.3262615018,2119326.4196329294,2385490.1379631753,1452298.570790773,1538542.3957518623,1441658.222260654,13565894.35788558,2626695.0387544446,3314291.561334147,2948471.5787114245,676781.1683171798,1832863.0363766602,1786913.5312768568,9509769.497418065,1121628.7395294372
2021-01-17~2021-01-23,51642192.02260243,3350599.49404888,1597531.6525230033,2119395.8392658583,2385568.2759263506,1452346.141581546,1538592.7915037246,1441705.444521308,13566338.715771161,2626781.0775088896,3314400.122668294,2948568.1574228494,676803.3366343597,1832923.0727533204,1786972.0625537136,9510080.99483613,1121665.4790588743
2021-01-24~2021-01-30,51643883.53390365,3350709.24107332,1597583.978784505,2119465.2588987877,2385646.413889526,1452393.7123723188,1538643.1872555872,1441752.6667819622,13566783.07365674,2626867.116263334,3314508.684002441,2948664.736134274,676825.5049515394,1832983.1091299804,1787030.5938305703,9510392.492254194,1121702.2185883115
2021-01-31~2021-02-06,51645575.04520486,3350818.98809776,1597636.3050460066,2119534.6785317166,2385724.551852701,1452441.2831630919,1538693.5830074495,1441799.8890426161,13567227.43154232,2626953.155017779,3314617.2453365875,2948761.314845699,676847.6732687193,1833043.1455066407,1787089.1251074271,9510703.989672258,1121738.9581177486
2021-02-07~2021-02-13,51647266.55650608,3350928.7351222,1597688.6313075083,2119604.098164646,2385802.6898158765,1452488.853953865,1538743.9787593118,1441847.11130327,13567671.7894279,2627039.193772224,3314725.8066707347,2948857.8935571234,676869.8415858991,1833103.181883301,1787147.656384284,9511015.487090323,1121775.6976471858
2021-02-14~2021-02-20,51649381.29193349,3351065.941371114,1597754.0498470725,2119690.886917998,2385900.3782669283,1452548.3271814366,1538806.983766596,1441906.148796839,13568227.327757683,2627146.7598298816,3314861.530564038,2948978.636718837,676897.5565208644,1833178.2396452946,1787220.8324633865,9511404.922635362,1121821.6295806179
2021-02-21~2021-02-27,51651496.0273609,3351203.1476200284,1597819.4683866363,2119777.67567135,2385998.0667179804,1452607.8004090083,1538869.98877388,1441965.186290408,13568782.866087463,2627254.3258875394,3314997.2544573415,2949099.3798805512,676925.2714558297,1833253.2974072886,1787294.0085424893,9511794.358180402,1121867.56151405
2021-02-28~2021-03-06,51653610.76278832,3351340.3538689427,1597884.8869262002,2119864.464424702,2386095.755169032,1452667.2736365802,1538932.9937811643,1442024.2237839769,13569338.404417243,2627361.891945197,3315132.9783506445,2949220.123042265,676952.986390795,1833328.3551692823,1787367.184621592,9512183.793725442,1121913.4934474821
2021-03-07~2021-03-13,51655725.49821573,3351477.5601178566,1597950.3054657644,2119951.253178054,2386193.443620084,1452726.746864152,1538995.9987884485,1442083.2612775457,13569893.942747025,2627469.4580028546,3315268.702243948,2949340.8662039787,676980.7013257602,1833403.412931276,1787440.3607006946,9512573.22927048,1121959.4253809142
2021-03-14~2021-03-20,51657840.58000074,3351614.788838815,1598015.7347197696,2120038.056145924,2386291.1480708383,1452786.2298324243,1539059.0141148786,1442142.3084404494,13570449.572064511,2627577.0416779984,3315404.4483665107,2949461.6291413633,677008.4207999593,1833478.4829864514,1787513.5487647913,9512962.728598421,1122005.364837214
2021-03-21~2021-03-27,51659955.66178577,3351752.0175597733,1598081.163973775,2120124.859113794,2386388.8525215928,1452845.712800697,1539122.0294413087,1442201.3556033531,13571005.201382,2627684.6253531417,3315540.194489074,2949582.3920787484,677036.1402741584,1833553.5530416267,1787586.7368288878,9513352.227926362,1122051.3042935135
2021-03-28~2021-04-03,51662070.74357078,3351889.246280732,1598146.5932277804,2120211.662081664,2386486.5569723477,1452905.1957689694,1539185.0447677386,1442260.402766257,13571560.830699489,2627792.209028285,3315675.9406116367,2949703.1550161336,677063.8597483574,1833628.6230968023,1787659.9248929843,9513741.727254305,1122097.2437498132
